(18, 12)
(19, 12)
(19, 16)
(18, 16)
(19, 17)
(18, 17)
(17, 15)
(17, 17)
(17, 16)
(19, 15)
(18, 15)
(16, 17)
(15, 15)
(15, 16)
(16, 16)
(15, 17)
(16, 15)
(11, 12)
(10, 13)
(11, 13)
(10, 14)
(11, 14)
(10, 12)
(13, 12)
(14, 12)
(12, 14)
(14, 13)
(12, 13)
(12, 12)
(13, 14)
(14, 14)
(13, 13)
(13, 17)
(14, 17)
(12, 16)
(13, 16)
(14, 16)
(12, 17)
(14, 15)
(13, 15)
(11, 15)
(10, 15)
(10, 17)
(11, 17)
(10, 16)
(11, 16)
(7, 1)
(7, 2)
(9, 0)
(8, 2)
(9, 2)
(8, 1)
(9, 1)
(8, 0)
(7, 0)
(5, 0)
(5, 1)
(6, 1)
(6, 2)
(5, 2)
(6, 0)
(8, 5)
(8, 4)
(9, 4)
(7, 5)
(9, 5)
(9, 3)
(7, 4)
(8, 3)
(7, 3)
(5, 3)
(6, 4)
(6, 3)
(6, 5)
(5, 5)
(5, 4)
(1, 3)
(0, 3)
(0, 5)
(1, 5)
(0, 4)
(1, 4)
(2, 3)
(4, 3)
(2, 4)
(3, 5)
(2, 5)
(3, 3)
(4, 5)
(4, 4)
(3, 4)
(1, 2)
(0, 2)
(1, 0)
(0, 1)
(1, 1)
(0, 0)
(3, 0)
(2, 0)
(2, 2)
(3, 2)
(4, 2)
(2, 1)
(4, 1)
(3, 1)
(4, 0)
(7, 10)
(9, 10)
(8, 11)
(9, 11)
(7, 11)
(8, 10)
(9, 9)
(8, 9)
(7, 9)
(6, 9)
(6, 11)
(5, 11)
(5, 10)
(6, 10)
(5, 9)
(5, 8)
(6, 6)
(5, 7)
(6, 7)
(6, 8)
(5, 6)
(9, 6)
(8, 6)
(7, 7)
(7, 6)
(9, 7)
(8, 7)
(9, 8)
(8, 8)
(7, 8)
(2, 6)
(2, 7)
(4, 7)
(3, 7)
(4, 8)
(3, 8)
(2, 8)
(4, 6)
(3, 6)
(0, 6)
(0, 8)
(1, 6)
(1, 8)
(0, 7)
(1, 7)
(1, 9)
(0, 11)
(1, 11)
(0, 10)
(1, 10)
(0, 9)
(4, 9)
(3, 9)
(4, 11)
(2, 10)
(3, 11)
(2, 9)
(2, 11)
(3, 10)
(4, 10)
(18, 1)
(19, 1)
(19, 2)
(18, 2)
(17, 2)
(19, 0)
(17, 1)
(17, 0)
(18, 0)
(16, 0)
(16, 1)
(15, 0)
(15, 2)
(16, 2)
(15, 1)
(15, 3)
(15, 5)
(16, 5)
(15, 4)
(16, 3)
(16, 4)
(17, 3)
(17, 5)
(18, 5)
(19, 5)
(18, 4)
(17, 4)
(19, 4)
(19, 3)
(18, 3)
(10, 2)
(11, 2)
(10, 0)
(11, 1)
(10, 1)
(11, 0)
(13, 2)
(14, 2)
(14, 1)
(13, 1)
(14, 0)
(12, 1)
(12, 2)
(13, 0)
(12, 0)
(13, 3)
(14, 3)
(12, 5)
(12, 4)
(13, 5)
(14, 5)
(13, 4)
(14, 4)
(12, 3)
(11, 4)
(10, 4)
(10, 3)
(11, 5)
(10, 5)
(11, 3)
(10, 10)
(11, 9)
(11, 10)
(11, 11)
(10, 11)
(10, 9)
(14, 9)
(13, 9)
(14, 11)
(14, 10)
(13, 10)
(12, 9)
(12, 10)
(12, 11)
(13, 11)
(10, 6)
(11, 8)
(11, 7)
(10, 7)
(11, 6)
(10, 8)
(13, 7)
(14, 7)
(13, 8)
(12, 8)
(14, 8)
(12, 7)
(13, 6)
(14, 6)
(12, 6)
(18, 11)
(19, 11)
(19, 10)
(18, 10)
(17, 9)
(17, 10)
(17, 11)
(19, 9)
(18, 9)
(16, 11)
(15, 11)
(16, 9)
(16, 10)
(15, 10)
(15, 9)
(15, 6)
(15, 8)
(16, 6)
(16, 8)
(15, 7)
(16, 7)
(17, 8)
(19, 6)
(18, 7)
(17, 7)
(19, 7)
(18, 8)
(19, 8)
(17, 6)
(18, 6)
