(16, 2)
(16, 0)
(15, 1)
(16, 1)
(15, 2)
(15, 0)
(18, 0)
(19, 0)
(17, 0)
(17, 1)
(19, 2)
(17, 2)
(18, 1)
(19, 1)
(18, 2)
(19, 3)
(17, 3)
(17, 5)
(18, 3)
(19, 5)
(18, 5)
(17, 4)
(19, 4)
(18, 4)
(15, 3)
(15, 5)
(16, 3)
(16, 4)
(15, 4)
(16, 5)
(10, 2)
(10, 0)
(10, 1)
(11, 1)
(11, 2)
(11, 0)
(14, 0)
(13, 0)
(12, 1)
(12, 0)
(14, 2)
(13, 2)
(12, 2)
(13, 1)
(14, 1)
(12, 3)
(13, 3)
(14, 5)
(13, 5)
(12, 5)
(14, 3)
(14, 4)
(13, 4)
(12, 4)
(10, 3)
(10, 4)
(11, 4)
(11, 3)
(11, 5)
(10, 5)
(17, 9)
(18, 9)
(19, 10)
(18, 10)
(19, 11)
(17, 11)
(18, 11)
(17, 10)
(19, 9)
(16, 11)
(15, 11)
(16, 10)
(15, 10)
(16, 9)
(15, 9)
(15, 8)
(16, 8)
(16, 6)
(16, 7)
(15, 7)
(15, 6)
(19, 8)
(18, 8)
(18, 7)
(19, 7)
(18, 6)
(17, 8)
(17, 7)
(19, 6)
(17, 6)
(11, 10)
(10, 10)
(11, 9)
(10, 11)
(11, 11)
(10, 9)
(13, 9)
(14, 9)
(12, 10)
(12, 11)
(12, 9)
(13, 10)
(14, 10)
(13, 11)
(14, 11)
(13, 6)
(12, 6)
(12, 8)
(12, 7)
(14, 6)
(14, 8)
(13, 8)
(13, 7)
(14, 7)
(11, 6)
(11, 7)
(10, 7)
(11, 8)
(10, 8)
(10, 6)
(2, 6)
(4, 6)
(4, 7)
(3, 7)
(4, 8)
(3, 8)
(3, 6)
(2, 8)
(2, 7)
(1, 6)
(0, 7)
(1, 7)
(0, 6)
(0, 8)
(1, 8)
(3, 11)
(4, 11)
(2, 11)
(4, 10)
(3, 10)
(2, 10)
(3, 9)
(4, 9)
(2, 9)
(0, 9)
(0, 11)
(1, 11)
(1, 10)
(0, 10)
(1, 9)
(8, 6)
(9, 6)
(9, 7)
(8, 7)
(7, 7)
(7, 6)
(8, 8)
(9, 8)
(7, 8)
(6, 7)
(6, 8)
(5, 8)
(6, 6)
(5, 7)
(5, 6)
(7, 9)
(9, 9)
(7, 10)
(8, 9)
(8, 10)
(9, 10)
(8, 11)
(9, 11)
(7, 11)
(5, 9)
(6, 10)
(5, 10)
(6, 11)
(5, 11)
(6, 9)
(1, 0)
(0, 2)
(0, 0)
(1, 1)
(0, 1)
(1, 2)
(4, 0)
(2, 0)
(3, 0)
(2, 1)
(3, 2)
(3, 1)
(4, 1)
(2, 2)
(4, 2)
(3, 5)
(4, 5)
(3, 4)
(2, 4)
(4, 4)
(2, 3)
(2, 5)
(4, 3)
(3, 3)
(0, 3)
(1, 5)
(0, 5)
(1, 4)
(1, 3)
(0, 4)
(7, 0)
(8, 0)
(8, 2)
(7, 2)
(9, 2)
(9, 1)
(8, 1)
(7, 1)
(9, 0)
(6, 0)
(6, 1)
(5, 1)
(5, 2)
(6, 2)
(5, 0)
(5, 5)
(6, 5)
(6, 3)
(6, 4)
(5, 4)
(5, 3)
(7, 4)
(8, 5)
(9, 5)
(7, 3)
(7, 5)
(8, 4)
(9, 4)
(9, 3)
(8, 3)
(6, 23)
(5, 23)
(5, 24)
(6, 24)
(6, 21)
(5, 21)
(6, 22)
(5, 22)
(2, 21)
(4, 21)
(3, 21)
(4, 22)
(3, 22)
(2, 22)
(2, 24)
(3, 23)
(4, 24)
(3, 24)
(2, 23)
(4, 23)
(0, 21)
(1, 21)
(0, 22)
(1, 22)
(1, 23)
(0, 23)
(1, 24)
(0, 24)
(1, 18)
(0, 20)
(1, 20)
(0, 18)
(0, 19)
(1, 19)
(2, 19)
(2, 20)
(4, 18)
(4, 20)
(3, 20)
(3, 19)
(4, 19)
(3, 18)
(2, 18)
(2, 15)
(7, 21)
(9, 22)
(8, 22)
(7, 22)
(9, 21)
(8, 21)
(9, 24)
(8, 24)
(8, 23)
(9, 23)
(7, 23)
(7, 24)
(5, 18)
(6, 18)
(5, 20)
(6, 20)
(5, 19)
(6, 19)
(9, 18)
(8, 18)
(7, 18)
(7, 20)
(7, 19)
(8, 19)
(9, 19)
(8, 20)
(9, 20)
(6, 13)
(6, 12)
(5, 14)
(6, 14)
(5, 13)
(5, 12)
(9, 12)
(8, 12)
(7, 14)
(8, 14)
(9, 14)
(7, 12)
(7, 13)
(8, 13)
(9, 13)
(7, 16)
(9, 16)
(8, 16)
(9, 15)
(7, 17)
(8, 17)
(9, 17)
(7, 15)
(8, 15)
(6, 15)
(5, 15)
(5, 17)
(6, 17)
(5, 16)
(6, 16)
(3, 12)
(4, 12)
(2, 13)
(4, 14)
(3, 14)
(3, 13)
(4, 13)
(2, 14)
(2, 12)
(1, 12)
(0, 12)
(1, 14)
(0, 14)
(0, 13)
(1, 13)
(4, 15)
(3, 15)
(2, 17)
(3, 17)
(4, 17)
(3, 16)
(4, 16)
(2, 16)
(0, 17)
(1, 16)
(0, 16)
(0, 15)
(1, 17)
(1, 15)
(15, 24)
(16, 24)
(16, 23)
(15, 23)
(16, 22)
(15, 22)
(15, 21)
(16, 21)
(17, 24)
(19, 24)
(18, 23)
(19, 23)
(17, 23)
(18, 24)
(17, 22)
(19, 22)
(18, 22)
(18, 21)
(19, 21)
(17, 21)
(15, 18)
(15, 19)
(16, 18)
(16, 19)
(15, 20)
(16, 20)
(17, 19)
(17, 18)
(19, 19)
(19, 20)
(18, 20)
(17, 20)
(18, 19)
(18, 18)
(19, 18)
(10, 20)
(10, 18)
(11, 19)
(10, 19)
(11, 20)
(11, 18)
(12, 18)
(13, 18)
(14, 20)
(13, 20)
(13, 19)
(14, 19)
(14, 18)
(12, 19)
(12, 20)
(13, 22)
(12, 21)
(14, 21)
(13, 21)
(14, 22)
(12, 22)
(12, 24)
(13, 23)
(14, 23)
(14, 24)
(13, 24)
(12, 23)
(11, 21)
(10, 21)
(11, 22)
(10, 22)
(11, 24)
(10, 24)
(11, 15)
(10, 23)
(11, 23)
(13, 15)
(12, 15)
(14, 15)
(12, 16)
(13, 17)
(12, 17)
(14, 17)
(14, 16)
(13, 16)
(10, 17)
(10, 15)
(11, 17)
(11, 16)
(10, 16)
(10, 14)
(11, 14)
(10, 13)
(11, 13)
(10, 12)
(11, 12)
(12, 13)
(14, 12)
(14, 14)
(12, 14)
(13, 14)
(14, 13)
(13, 13)
(12, 12)
(13, 12)
(17, 16)
(17, 17)
(19, 15)
(19, 16)
(18, 16)
(19, 17)
(18, 17)
(18, 15)
(17, 15)
(15, 17)
(16, 17)
(16, 16)
(15, 16)
(15, 15)
(16, 15)
(18, 12)
(19, 12)
(17, 14)
(17, 12)
(18, 14)
(19, 14)
(17, 13)
(18, 13)
(19, 13)
(16, 12)
(16, 13)
(15, 13)
(15, 12)
(16, 14)
(15, 14)
