(2, 12)
(3, 12)
(3, 13)
(4, 13)
(4, 14)
(3, 14)
(2, 13)
(2, 14)
(1, 12)
(1, 14)
(0, 14)
(1, 13)
(0, 13)
(0, 12)
(0, 16)
(1, 16)
(1, 17)
(0, 17)
(1, 15)
(0, 15)
(2, 17)
(3, 16)
(4, 16)
(4, 17)
(3, 17)
(2, 16)
(4, 15)
(2, 15)
(3, 15)
(7, 14)
(7, 13)
(7, 12)
(9, 14)
(8, 14)
(8, 13)
(9, 13)
(9, 12)
(8, 12)
(6, 14)
(5, 14)
(6, 13)
(5, 13)
(5, 12)
(6, 12)
(5, 15)
(6, 17)
(6, 15)
(5, 16)
(6, 16)
(5, 17)
(9, 15)
(7, 17)
(8, 17)
(9, 17)
(9, 16)
(8, 16)
(7, 16)
(7, 15)
(8, 15)
(1, 20)
(0, 20)
(1, 18)
(0, 19)
(1, 19)
(0, 18)
(2, 18)
(4, 18)
(3, 18)
(2, 19)
(4, 20)
(2, 20)
(4, 19)
(3, 19)
(3, 20)
(4, 12)
(1, 24)
(0, 24)
(0, 23)
(1, 23)
(0, 21)
(1, 21)
(1, 22)
(0, 22)
(3, 22)
(2, 21)
(4, 21)
(3, 21)
(4, 22)
(2, 22)
(2, 24)
(4, 23)
(3, 23)
(3, 24)
(4, 24)
(2, 23)
(7, 20)
(9, 18)
(8, 19)
(9, 19)
(9, 20)
(8, 20)
(7, 19)
(8, 18)
(7, 18)
(5, 18)
(6, 19)
(5, 19)
(6, 20)
(5, 20)
(6, 18)
(8, 22)
(9, 22)
(8, 21)
(9, 21)
(7, 21)
(7, 22)
(7, 23)
(9, 24)
(8, 24)
(8, 23)
(9, 23)
(7, 24)
(6, 24)
(5, 24)
(5, 23)
(6, 23)
(5, 22)
(6, 22)
(5, 21)
(6, 21)
(19, 23)
(18, 23)
(19, 24)
(17, 24)
(18, 24)
(17, 21)
(19, 21)
(17, 22)
(18, 21)
(19, 22)
(18, 22)
(12, 24)
(14, 23)
(13, 23)
(12, 23)
(14, 24)
(13, 24)
(12, 22)
(12, 21)
(13, 22)
(14, 22)
(13, 21)
(14, 21)
(10, 24)
(11, 24)
(10, 23)
(11, 23)
(11, 21)
(10, 21)
(10, 22)
(11, 22)
(14, 18)
(12, 19)
(14, 19)
(13, 19)
(12, 20)
(13, 20)
(14, 20)
(13, 18)
(12, 18)
(11, 19)
(10, 20)
(11, 20)
(10, 18)
(10, 19)
(11, 18)
(17, 13)
(17, 19)
(18, 19)
(17, 20)
(19, 20)
(18, 20)
(19, 19)
(19, 18)
(18, 18)
(17, 18)
(15, 18)
(15, 19)
(16, 19)
(16, 20)
(15, 20)
(16, 18)
(16, 22)
(15, 22)
(15, 21)
(16, 21)
(15, 23)
(16, 23)
(15, 24)
(16, 24)
(17, 23)
(12, 14)
(14, 14)
(12, 13)
(13, 13)
(14, 13)
(13, 14)
(14, 12)
(12, 12)
(13, 12)
(11, 13)
(10, 13)
(11, 14)
(11, 12)
(10, 14)
(10, 12)
(10, 15)
(11, 16)
(11, 15)
(10, 17)
(11, 17)
(10, 16)
(12, 15)
(13, 15)
(14, 17)
(13, 17)
(12, 17)
(14, 16)
(13, 16)
(12, 16)
(14, 15)
(15, 12)
(16, 13)
(16, 12)
(15, 13)
(15, 14)
(16, 14)
(18, 14)
(19, 14)
(17, 14)
(17, 12)
(18, 13)
(19, 13)
(18, 12)
(19, 12)
(19, 16)
(18, 16)
(18, 17)
(19, 17)
(17, 17)
(18, 15)
(17, 16)
(19, 15)
(17, 15)
(16, 15)
(15, 16)
(16, 17)
(15, 17)
(15, 15)
(16, 16)
(6, 6)
(5, 8)
(6, 8)
(5, 7)
(6, 7)
(5, 6)
(8, 6)
(7, 6)
(9, 6)
(7, 7)
(8, 8)
(9, 8)
(8, 7)
(9, 7)
(7, 8)
(6, 9)
(6, 10)
(5, 10)
(5, 11)
(6, 11)
(5, 9)
(9, 9)
(8, 9)
(7, 11)
(7, 9)
(9, 10)
(9, 11)
(8, 11)
(7, 10)
(8, 10)
(0, 9)
(1, 11)
(1, 9)
(0, 10)
(1, 10)
(0, 11)
(3, 10)
(4, 10)
(2, 10)
(3, 11)
(4, 11)
(2, 11)
(2, 9)
(4, 9)
(3, 9)
(0, 6)
(0, 8)
(1, 8)
(0, 7)
(1, 7)
(1, 6)
(3, 6)
(2, 6)
(4, 8)
(3, 8)
(4, 7)
(3, 7)
(4, 6)
(2, 7)
(2, 8)
(1, 5)
(1, 3)
(0, 4)
(1, 4)
(0, 5)
(0, 3)
(3, 5)
(4, 5)
(4, 4)
(3, 4)
(4, 3)
(2, 5)
(2, 4)
(3, 3)
(2, 3)
(3, 0)
(2, 0)
(4, 0)
(2, 2)
(4, 2)
(3, 2)
(4, 1)
(2, 1)
(3, 1)
(1, 2)
(0, 0)
(0, 2)
(1, 1)
(0, 1)
(1, 0)
(5, 0)
(5, 1)
(6, 1)
(6, 2)
(5, 2)
(6, 0)
(9, 0)
(7, 2)
(7, 1)
(9, 1)
(8, 1)
(8, 2)
(9, 2)
(8, 0)
(7, 0)
(5, 3)
(5, 4)
(6, 4)
(6, 3)
(5, 5)
(6, 5)
(8, 3)
(9, 3)
(7, 4)
(9, 5)
(7, 5)
(7, 3)
(9, 4)
(8, 4)
(8, 5)
(11, 6)
(10, 6)
(11, 7)
(10, 7)
(11, 8)
(10, 8)
(12, 8)
(12, 7)
(14, 6)
(14, 8)
(13, 8)
(14, 7)
(13, 7)
(12, 6)
(13, 6)
(11, 9)
(10, 9)
(11, 10)
(10, 10)
(11, 11)
(10, 11)
(12, 9)
(13, 9)
(12, 10)
(13, 10)
(14, 10)
(12, 11)
(13, 11)
(14, 11)
(14, 9)
(15, 7)
(16, 7)
(15, 8)
(16, 6)
(16, 8)
(15, 6)
(17, 8)
(17, 7)
(17, 6)
(18, 7)
(19, 7)
(18, 8)
(19, 8)
(19, 6)
(18, 6)
(15, 9)
(16, 9)
(16, 10)
(15, 10)
(16, 11)
(15, 11)
(17, 9)
(17, 11)
(17, 10)
(18, 11)
(19, 11)
(18, 10)
(19, 10)
(19, 9)
(18, 9)
(18, 2)
(17, 2)
(18, 1)
(19, 1)
(19, 2)
(17, 1)
(17, 0)
(19, 0)
(18, 0)
(15, 0)
(16, 2)
(16, 0)
(15, 2)
(16, 1)
(15, 1)
(19, 3)
(18, 3)
(17, 4)
(17, 5)
(17, 3)
(18, 5)
(19, 5)
(19, 4)
(18, 4)
(15, 4)
(16, 4)
(15, 3)
(15, 5)
(16, 5)
(16, 3)
(14, 3)
(12, 3)
(12, 5)
(12, 4)
(13, 3)
(14, 5)
(13, 5)
(14, 4)
(13, 4)
(11, 4)
(10, 4)
(10, 5)
(11, 5)
(10, 3)
(11, 3)
(14, 1)
(13, 1)
(14, 2)
(13, 2)
(12, 2)
(14, 0)
(12, 1)
(13, 0)
(12, 0)
(10, 1)
(11, 1)
(10, 2)
(11, 2)
(10, 0)
(11, 0)
(23, 11)
(24, 11)
(23, 10)
(24, 10)
(22, 11)
(22, 9)
(22, 10)
(23, 9)
(24, 9)
(21, 10)
(21, 9)
(20, 11)
(21, 11)
(20, 10)
(20, 9)
(22, 6)
(22, 8)
(24, 8)
(23, 8)
(23, 7)
(24, 7)
(22, 7)
(24, 6)
(23, 6)
(21, 8)
(20, 6)
(20, 8)
(21, 7)
(20, 7)
(21, 6)
(26, 6)
(26, 7)
(25, 7)
(26, 8)
(25, 8)
(25, 6)
(27, 6)
(28, 6)
(29, 8)
(27, 8)
(28, 7)
(29, 7)
(28, 8)
(27, 7)
(29, 6)
(26, 9)
(25, 10)
(26, 10)
(25, 9)
(25, 11)
(26, 11)
(28, 11)
(27, 11)
(29, 11)
(29, 10)
(28, 10)
(27, 10)
(28, 9)
(27, 9)
(29, 9)
(27, 3)
(28, 3)
(27, 5)
(28, 5)
(29, 5)
(29, 4)
(28, 4)
(27, 4)
(29, 3)
(25, 4)
(26, 4)
(26, 5)
(25, 3)
(25, 5)
(26, 3)
(27, 0)
(29, 1)
(27, 1)
(29, 2)
(28, 2)
(28, 1)
(27, 2)
(28, 0)
(29, 0)
(25, 0)
(25, 1)
(26, 0)
(26, 1)
(25, 2)
(26, 2)
(23, 2)
(24, 2)
(23, 1)
(24, 1)
(24, 0)
(22, 1)
(22, 2)
(23, 0)
(22, 0)
(20, 1)
(20, 2)
(21, 2)
(21, 0)
(21, 1)
(20, 0)
(20, 3)
(21, 5)
(21, 3)
(20, 4)
(21, 4)
(20, 5)
(24, 3)
(22, 3)
(22, 5)
(22, 4)
(24, 5)
(23, 3)
(23, 5)
(23, 4)
(24, 4)
(34, 10)
(33, 10)
